IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_TAGS;IP_PROP17;IP_PROP18;IP_PROP19;IP_PROP16;IC_GROUP0;IC_GROUP1;IC_GROUP2
1270;Кагальницкая;550678;Y;;;;;text;;;text;;;Южный федеральный округ;46.8815;40.1530;Ростовская область;;;
1271;Кавалерово;550679;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.2683;135.0458;Приморский край;;;
1272;Кабанск;550680;Y;;;;;text;;;text;;;Сибирский федеральный округ;52.0558;106.6321;Республика Бурятия;;;
1277;Иваново;550681;Y;;;;;text;;;text;;;Центральный федеральный округ;56.9924;40.9678;Ивановская область;;;
1278;Ивантеевка;550682;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9869;37.9695;Московская область;;;
1280;Лабытнанги;550683;Y;;;;;text;;;text;;;Уральский федеральный округ;66.6507;66.4160;Ямало-Ненецкий автономный округ;;;
1281;Казанская;550684;Y;;;;;text;;;text;;;Южный федеральный округ;49.7957;41.1398;Ростовская область;;;
1283;Казань;550685;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.7965;49.1082;Республика Татарстан;;;
1286;Казлук;550686;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;62.1089;49.3294;Республика Коми;;;
1290;Карагай;550687;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.2712;54.9388;Пермский край;;;
1291;Карабаш;550688;Y;;;;;text;;;text;;;Уральский федеральный округ;55.4558;60.2039;Челябинская область;;;
1313;Калач;550689;Y;;;;;text;;;text;;;Центральный федеральный округ;50.4246;41.0255;Воронежская область;;;
1314;Калач-на-дону;550690;Y;;;;;text;;;text;;;Южный федеральный округ;48.6904;43.5233;Волгоградская область;;;
1316;Калининград;550691;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;54.7116;20.5100;Калининградская область;;;
1325;Калуга;550692;Y;;;;;text;;;text;;;Центральный федеральный округ;54.5147;36.2714;Калужская область;;;
1326;Калтан;550693;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.5223;87.2781;Кемеровская область;;;
1331;Калязин;550694;Y;;;;;text;;;text;;;Центральный федеральный округ;57.2447;37.8376;Тверская область;;;
1333;Лангепас;550695;Y;;;;;text;;;text;;;Уральский федеральный округ;61.2635;75.2117;Ханты-Мансийский автономный округ;;;
1335;Канаш;550696;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.5054;47.4995;Республика Чувашия;;;
1337;Канск;550697;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.2045;95.7319;Красноярский край;;;
1339;Кантемировка;550698;Y;;;;;text;;;text;;;Центральный федеральный округ;49.6943;39.8605;Воронежская область;;;
1341;Камышин;550699;Y;;;;;text;;;text;;;Южный федеральный округ;50.0826;45.3927;Волгоградская область;;;
1343;Каневская;550700;Y;;;;;text;;;text;;;Южный федеральный округ;46.0794;38.9693;Краснодарский край;;;
1347;Каменоломни;550701;Y;;;;;text;;;text;;;Южный федеральный округ;47.6684;40.2145;Ростовская область;;;
1348;Каменск-Уральский;550702;Y;;;;;text;;;text;;;Уральский федеральный округ;56.4265;61.9085;Свердловская область;;;
1349;Каменск-Шахтинский;550703;Y;;;;;text;;;text;;;Южный федеральный округ;48.3193;40.2638;Ростовская область;;;
1352;Камень-Рыболов;550704;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.7454;132.0369;Приморский край;;;
1355;Кандалакша;550705;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;67.1580;32.4205;Мурманская область;;;
1358;Касимов;550706;Y;;;;;text;;;text;;;Центральный федеральный округ;54.9442;41.4068;Рязанская область;;;
1371;Кашары;550707;Y;;;;;text;;;text;;;Южный федеральный округ;49.0405;41.0035;Ростовская область;;;
1372;Кашира;550708;Y;;;;;text;;;text;;;Центральный федеральный округ;54.8434;38.1830;Московская область;;;
1377;Качканар;550709;Y;;;;;text;;;text;;;Уральский федеральный округ;58.6983;59.4894;Свердловская область;;;
1381;Изобильный;550710;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;45.3730;41.7103;Ставропольский край;;;
1390;Красноармейск;550711;Y;;;;;text;;;text;;;Центральный федеральный округ;56.1067;38.1329;Московская область;;;
1395;Красновишерск;550712;Y;;;;;text;;;text;;;Приволжский федеральный округ;60.4003;57.0867;Пермский край;;;
1397;Красногорск;550713;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8207;37.3460;Московская область;;;
1403;Краснознаменск;550714;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6000;37.0333;Московская область;;;
1407;Краснокамск;550715;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.0798;55.7315;Пермский край;;;
1408;Краснокаменск;550716;Y;;;;;text;;;text;;;Сибирский федеральный округ;50.0901;118.0326;Забайкальский край;;;
1415;Красноуральск;550717;Y;;;;;text;;;text;;;Уральский федеральный округ;58.3490;60.0520;Свердловская область;;;
1420;Краснотурьинск;550718;Y;;;;;text;;;text;;;Уральский федеральный округ;59.7639;60.2055;Свердловская область;;;
1421;Красноуфимск;550719;Y;;;;;text;;;text;;;Уральский федеральный округ;56.6078;57.7725;Свердловская область;;;
1427;Краснодар;550720;Y;;;;;text;;;text;;;Южный федеральный округ;45.0421;38.9806;Краснодарский край;;;
1428;Красноярск;550721;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.0013;92.8856;Красноярский край;;;
1433;Красный Сулин;550722;Y;;;;;text;;;text;;;Южный федеральный округ;47.8950;40.0679;Ростовская область;;;
1436;Красный Яр;550723;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.4942;50.4023;Самарская область;;;
1442;Иркутск;550724;Y;;;;;text;;;text;;;Сибирский федеральный округ;52.2753;104.3086;Иркутская область;;;
1451;Крымск;550725;Y;;;;;text;;;text;;;Южный федеральный округ;44.9390;37.9948;Краснодарский край;;;
1453;Иланский;550726;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.2399;96.0720;Красноярский край;;;
1456;Кизляр;550727;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.8447;46.7187;Республика Дагестан;;;
1458;Кизел;550728;Y;;;;;text;;;text;;;Приволжский федеральный округ;59.0433;57.6545;Пермский край;;;
1461;Кириши;550729;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.4481;32.0285;Ленинградская область;;;
1463;Киров;550730;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.5961;49.6627;Кировская область;;;
1465;Кировград;550731;Y;;;;;text;;;text;;;Уральский федеральный округ;57.4200;60.0874;Свердловская область;;;
1466;Кирово-Чепецк;550732;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.5498;50.0398;Кировская область;;;
1467;Кировск;550733;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.8732;30.9958;Ленинградская область;;;
1468;Кировск;550734;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;67.6326;33.7240;Мурманская область;;;
1469;Кировский;550735;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;45.0955;133.4959;Приморский край;;;
1474;Киржач;550736;Y;;;;;text;;;text;;;Центральный федеральный округ;56.1574;38.8697;Владимирская область;;;
1478;Клин;550737;Y;;;;;text;;;text;;;Центральный федеральный округ;56.3317;36.7216;Московская область;;;
1481;Климовск;550738;Y;;;;;text;;;text;;;Центральный федеральный округ;55.3636;37.5262;Московская область;;;
1486;Иловля;550739;Y;;;;;text;;;text;;;Южный федеральный округ;49.3044;43.9835;Волгоградская область;;;
1489;Кимры;550740;Y;;;;;text;;;text;;;Центральный федеральный округ;56.8773;37.3429;Тверская область;;;
1496;Линево;550741;Y;;;;;text;;;text;;;Сибирский федеральный округ;54.4606;83.3852;Новосибирская область;;;
1499;Липецк;550742;Y;;;;;text;;;text;;;Центральный федеральный округ;52.6059;39.5877;Липецкая область;;;
1500;Кинешма;550743;Y;;;;;text;;;text;;;Центральный федеральный округ;57.4497;42.1321;Ивановская область;;;
1502;Кисловодск;550744;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.9230;42.7244;Ставропольский край;;;
1503;Киселевск;550745;Y;;;;;text;;;text;;;Сибирский федеральный округ;54.0152;86.6406;Кемеровская область;;;
1520;Когалым;550746;Y;;;;;text;;;text;;;Уральский федеральный округ;62.2401;74.5269;Ханты-Мансийский автономный округ;;;
1522;Ковров;550747;Y;;;;;text;;;text;;;Центральный федеральный округ;56.3867;41.3109;Владимирская область;;;
1525;Лобня;550748;Y;;;;;text;;;text;;;Центральный федеральный округ;56.0138;37.4744;Московская область;;;
1526;Ипатово;550749;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;45.7175;42.9148;Ставропольский край;;;
1535;Коркино;550750;Y;;;;;text;;;text;;;Уральский федеральный округ;54.9136;61.4317;Челябинская область;;;
1537;Королев;550751;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9444;37.8647;Московская область;;;
1541;Корсаков;550752;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;46.6315;142.7965;Сахалинская область;;;
1546;Коряжма;550753;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;61.3166;47.1460;Архангельская область;;;
1547;Кола;550754;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;68.8759;33.0836;Мурманская область;;;
1552;Коломна;550755;Y;;;;;text;;;text;;;Центральный федеральный округ;55.0946;38.7758;Московская область;;;
1559;Кольчугино;550756;Y;;;;;text;;;text;;;Центральный федеральный округ;56.3065;39.3721;Владимирская область;;;
1562;Конаково;550757;Y;;;;;text;;;text;;;Центральный федеральный округ;56.6941;36.7859;Тверская область;;;
1570;Комсомольск-на-Амуре;550758;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;50.5382;137.0169;Хабаровский край;;;
1575;Константиновск;550759;Y;;;;;text;;;text;;;Южный федеральный округ;47.5854;41.1081;Ростовская область;;;
1578;Копейск;550760;Y;;;;;text;;;text;;;Уральский федеральный округ;55.1188;61.6236;Челябинская область;;;
1584;Лосино-Петровский;550761;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8762;38.2091;Московская область;;;
1587;Кострома;550762;Y;;;;;text;;;text;;;Центральный федеральный округ;57.7807;40.9367;Костромская область;;;
1591;Инта;550763;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;66.0331;60.1656;Республика Коми;;;
1593;Котово;550764;Y;;;;;text;;;text;;;Южный федеральный округ;50.3146;44.7990;Волгоградская область;;;
1594;Котовск;550765;Y;;;;;text;;;text;;;Центральный федеральный округ;52.5914;41.5052;Тамбовская область;;;
1597;Котельники;550766;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6638;37.8585;Московская область;;;
1598;Котельниково;550767;Y;;;;;text;;;text;;;Южный федеральный округ;47.6209;43.1495;Волгоградская область;;;
1600;Инжавино;550768;Y;;;;;text;;;text;;;Центральный федеральный округ;52.3209;42.4963;Тамбовская область;;;
1601;Кодинск;550769;Y;;;;;text;;;text;;;Сибирский федеральный округ;58.6000;99.1833;Красноярский край;;;
1605;Йошкар-Ола;550770;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.6375;47.8915;Республика Марий Эл;;;
1615;Искитим;550771;Y;;;;;text;;;text;;;Сибирский федеральный округ;54.6402;83.3063;Новосибирская область;;;
1618;Истра;550772;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7742;37.1494;Московская область;;;
1620;Кстово;550773;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.1516;44.1956;Нижегородская область;;;
1623;Луга;550774;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;58.7280;29.8472;Ленинградская область;;;
1628;Куанда;550775;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.3317;116.1036;Забайкальский край;;;
1633;Кузнецк;550776;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.1173;46.6121;Пензенская область;;;
1635;Курган;550777;Y;;;;;text;;;text;;;Уральский федеральный округ;55.4537;65.3423;Курганская область;;;
1636;Курганинск;550778;Y;;;;;text;;;text;;;Южный федеральный округ;44.8886;40.5964;Краснодарский край;;;
1642;Курсавка;550779;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.4561;42.5046;Ставропольский край;;;
1643;Курск;550780;Y;;;;;text;;;text;;;Центральный федеральный округ;51.7403;36.1849;Курская область;;;
1647;Курчатов;550781;Y;;;;;text;;;text;;;Центральный федеральный округ;51.6652;35.6464;Курская область;;;
1655;Кулебаки;550782;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.4155;42.5293;Нижегородская область;;;
1656;Купавна;550783;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7458;38.1180;Московская область;;;
1657;Кунгур;550784;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.4299;56.9500;Пермский край;;;
1665;Кумертау;550785;Y;;;;;text;;;text;;;Приволжский федеральный округ;52.7693;55.7935;Республика Башкортостан;;;
1668;Луховицы;550786;Y;;;;;text;;;text;;;Центральный федеральный округ;54.9621;39.0267;Московская область;;;
1672;Кудымкар;550787;Y;;;;;text;;;text;;;Приволжский федеральный округ;59.0094;54.6684;Пермский край;;;
1675;Кушва;550788;Y;;;;;text;;;text;;;Уральский федеральный округ;58.2886;59.7553;Свердловская область;;;
1677;Лучегорск;550789;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;46.4386;134.3019;Приморский край;;;
1678;Кызыл;550790;Y;;;;;text;;;text;;;Сибирский федеральный округ;51.7219;94.4174;Республика Тыва (Тува);;;
1679;Лысково;550791;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.0127;45.0253;Нижегородская область;;;
1681;Лысьва;550792;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.1004;57.8043;Пермский край;;;
1682;Лыткарино;550793;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5778;37.9092;Московская область;;;
1685;Кыштым;550794;Y;;;;;text;;;text;;;Уральский федеральный округ;55.7186;60.5496;Челябинская область;;;
1690;Левокумское;550795;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.8223;44.6546;Ставропольский край;;;
1691;Лебедянь;550796;Y;;;;;text;;;text;;;Центральный федеральный округ;53.0054;39.1506;Липецкая область;;;
1695;Лермонтов;550797;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.1082;42.9597;Ставропольский край;;;
1698;Лениногорск;550798;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.5976;52.4583;Республика Татарстан;;;
1699;Ленинск;550799;Y;;;;;text;;;text;;;Южный федеральный округ;48.7022;45.2048;Волгоградская область;;;
1700;Ленинск-Кузнецкий;550800;Y;;;;;text;;;text;;;Сибирский федеральный округ;54.6682;86.1791;Кемеровская область;;;
1704;Ленск;550801;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;60.7269;114.9453;Республика Саха (Якутия);;;
1706;Кемерово;550802;Y;;;;;text;;;text;;;Сибирский федеральный округ;55.3712;86.0524;Кемеровская область;;;
1707;Лесозаводск;550803;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;45.4830;133.4316;Приморский край;;;
1708;Лесной;550804;Y;;;;;text;;;text;;;Уральский федеральный округ;57.2016;60.7634;Свердловская область;;;
1711;Лесосибирск;550805;Y;;;;;text;;;text;;;Сибирский федеральный округ;58.2421;92.4649;Красноярский край;;;
1713;Летняя Ставка;550806;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;45.4250;43.4428;Ставропольский край;;;
1721;Ижевск;550807;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.8426;53.2244;Республика Удмуртия;;;
1723;Ишимбай;550808;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.4527;56.0343;Республика Башкортостан;;;
1729;Люберцы;550809;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6839;37.8811;Московская область;;;
1735;п. Лесной Городок;550810;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6410;37.2077;Московская область;;;
1737;Магадан;550811;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;59.5563;150.8131;Магаданская область;;;
1738;Навашино;550812;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.5518;42.1918;Нижегородская область;;;
1741;Павлово;550813;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.9619;43.0899;Нижегородская область;;;
1745;Павловский Посад;550814;Y;;;;;text;;;text;;;Центральный федеральный округ;55.7807;38.6574;Московская область;;;
1747;Навля;550815;Y;;;;;text;;;text;;;Центральный федеральный округ;52.8195;34.4837;Брянская область;;;
1750;Магнитогорск;550816;Y;;;;;text;;;text;;;Уральский федеральный округ;53.4593;59.0826;Челябинская область;;;
1751;Набережные Челны;550817;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.7300;52.4332;Республика Татарстан;;;
1753;Назрань;550818;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.2167;44.7667;Республика Ингушетия;;;
1758;Мариинск;550819;Y;;;;;text;;;text;;;Сибирский федеральный округ;56.2137;87.7516;Кемеровская область;;;
1761;Маркс;550820;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.7077;46.7492;Саратовская область;;;
1762;Наро-Фоминск;550821;Y;;;;;text;;;text;;;Центральный федеральный округ;55.3832;36.7557;Московская область;;;
1774;Нарьян-Мар;550822;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;67.6691;53.0820;Ненецкий автономный округ;;;
1783;Малаховка;550823;Y;;;;;text;;;text;;;Центральный федеральный округ;55.6497;38.0111;Московская область;;;
1788;Палласовка;550824;Y;;;;;text;;;text;;;Южный федеральный округ;50.0448;46.8938;Волгоградская область;;;
1792;Майкоп;550825;Y;;;;;text;;;text;;;Южный федеральный округ;44.6091;40.1132;Республика Адыгея;;;
1801;Малоярославец;550826;Y;;;;;text;;;text;;;Центральный федеральный округ;55.0092;36.4761;Калужская область;;;
1808;Нальчик;550827;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.4870;43.6030;Республика Кабардино-Балкария;;;
1814;Обнинск;550828;Y;;;;;text;;;text;;;Центральный федеральный округ;55.1001;36.6241;Калужская область;;;
1823;Нахабино;550829;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8379;37.1917;Московская область;;;
1824;Матвеев Курган;550830;Y;;;;;text;;;text;;;Южный федеральный округ;47.5716;38.8689;Ростовская область;;;
1827;Махачкала;550831;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;42.9728;47.4936;Республика Дагестан;;;
1829;Находка;550832;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;42.7817;132.8591;Приморский край;;;
1833;Надым;550833;Y;;;;;text;;;text;;;Уральский федеральный округ;65.5354;72.5435;Ямало-Ненецкий автономный округ;;;
1841;Озерск;550834;Y;;;;;text;;;text;;;Уральский федеральный округ;55.7558;60.7141;Челябинская область;;;
1852;Орлов;550835;Y;;;;;text;;;text;;;Приволжский федеральный округ;58.5436;48.8957;Кировская область;;;
1854;Орловский;550836;Y;;;;;text;;;text;;;Южный федеральный округ;46.8775;42.0557;Ростовская область;;;
1866;Прокопьевск;550837;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.8810;86.7275;Кемеровская область;;;
1871;Протвино;550838;Y;;;;;text;;;text;;;Центральный федеральный округ;54.8659;37.2166;Московская область;;;
1873;Прохоровка;550839;Y;;;;;text;;;text;;;Центральный федеральный округ;51.0333;36.7333;Белгородская область;;;
1874;Орск;550840;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.2184;58.6204;Оренбургская область;;;
1878;Орел;550841;Y;;;;;text;;;text;;;Центральный федеральный округ;52.9685;36.0695;Орловская область;;;
1881;Оренбург;550842;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.7682;55.1037;Оренбургская область;;;
1882;Орехово-Зуево;550843;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8071;38.9895;Московская область;;;
1884;Орда;550844;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.1956;56.9200;Пермский край;;;
1892;Миасс;550845;Y;;;;;text;;;text;;;Уральский федеральный округ;55.0328;60.1219;Челябинская область;;;
1898;Мирный;550846;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;62.7589;40.3394;Архангельская область;;;
1899;Мирный;550847;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;62.5308;113.9762;Республика Саха (Якутия);;;
1900;Пикалево;550848;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;56.5877;38.5025;Ленинградская область;;;
1901;Миллерово;550849;Y;;;;;text;;;text;;;Южный федеральный округ;48.9236;40.4080;Ростовская область;;;
1904;Николаевск;550850;Y;;;;;text;;;text;;;Южный федеральный округ;50.0216;45.4623;Волгоградская область;;;
1905;Николаевск-на-Амуре;550851;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;53.1427;140.7064;Хабаровский край;;;
1910;Микунь;550852;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;62.3598;50.0688;Республика Коми;;;
1918;Минусинск;550853;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.7141;91.7127;Красноярский край;;;
1920;Минеральные Воды;550854;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.2142;43.1351;Ставропольский край;;;
1922;Михайловка;550855;Y;;;;;text;;;text;;;Южный федеральный округ;50.0647;43.2576;Волгоградская область;;;
1924;Михайловка;550856;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;43.9307;132.0069;Приморский край;;;
1926;Питкяранта;550857;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;61.5735;31.4790;Республика Карелия;;;
1927;Михнево;550858;Y;;;;;text;;;text;;;Центральный федеральный округ;55.1262;37.9669;Московская область;;;
1933;Октябрьский;550859;Y;;;;;text;;;text;;;Приволжский федеральный округ;54.4851;53.4554;Республика Башкортостан;;;
1935;Октябрьский;550860;Y;;;;;text;;;text;;;Южный федеральный округ;47.9696;43.6407;Волгоградская область;;;
1941;Ольга;550861;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;43.7475;135.2865;Приморский край;;;
1944;Ольховатка;550862;Y;;;;;text;;;text;;;Центральный федеральный округ;50.2861;39.2977;Воронежская область;;;
1949;Оленегорск;550863;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;68.1549;33.2356;Мурманская область;;;
1953;Нижний Архыз;550864;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.6841;41.4823;Республика Карачаево-Черкессия;;;
1956;Нижний Новгород;550865;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.3299;44.0092;Нижегородская область;;;
1957;Нижний Тагил;550866;Y;;;;;text;;;text;;;Уральский федеральный округ;57.9366;59.9772;Свердловская область;;;
1958;Нижние Серги;550867;Y;;;;;text;;;text;;;Уральский федеральный округ;56.6667;59.3000;Свердловская область;;;
1959;Нижневартовск;550868;Y;;;;;text;;;text;;;Уральский федеральный округ;60.9480;76.5558;Ханты-Мансийский автономный округ;;;
1960;Нижнекамск;550869;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.6294;51.8109;Республика Татарстан;;;
1961;Нижнеудинск;550870;Y;;;;;text;;;text;;;Сибирский федеральный округ;54.9063;99.0254;Иркутская область;;;
1964;Нижняя Салда;550871;Y;;;;;text;;;text;;;Уральский федеральный округ;58.1307;60.9104;Свердловская область;;;
1966;Нижняя Тура;550872;Y;;;;;text;;;text;;;Уральский федеральный округ;58.7824;59.7631;Свердловская область;;;
1971;Мичуринск;550873;Y;;;;;text;;;text;;;Центральный федеральный округ;52.9001;40.4799;Тамбовская область;;;
1978;Новая Усмань;550874;Y;;;;;text;;;text;;;Центральный федеральный округ;51.6148;39.3822;Воронежская область;;;
1983;Ногинск;550875;Y;;;;;text;;;text;;;Центральный федеральный округ;55.8559;38.4515;Московская область;;;
1988;Новоалександровск;550876;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;45.4933;41.2167;Ставропольский край;;;
1990;Нововоронеж;550877;Y;;;;;text;;;text;;;Центральный федеральный округ;51.3065;39.2067;Воронежская область;;;
1991;Новоаннинский;550878;Y;;;;;text;;;text;;;Южный федеральный округ;50.5218;42.6644;Волгоградская область;;;
1996;Новороссийск;550879;Y;;;;;text;;;text;;;Южный федеральный округ;44.7529;37.7683;Краснодарский край;;;
2000;Новокубанск;550880;Y;;;;;text;;;text;;;Южный федеральный округ;45.1079;41.0497;Краснодарский край;;;
2001;Новокузнецк;550881;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.7407;87.1135;Кемеровская область;;;
2002;Новокуйбышевск;550882;Y;;;;;text;;;text;;;Приволжский федеральный округ;53.1081;49.9209;Самарская область;;;
2003;Новопавловск;550883;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;43.9638;43.6317;Ставропольский край;;;
2005;Новониколаевский;550884;Y;;;;;text;;;text;;;Южный федеральный округ;50.9813;42.3686;Волгоградская область;;;
2006;Новомичуринск;550885;Y;;;;;text;;;text;;;Центральный федеральный округ;54.0332;39.7373;Рязанская область;;;
2008;Новомосковск;550886;Y;;;;;text;;;text;;;Центральный федеральный округ;54.0796;38.2295;Тульская область;;;
2012;Новосибирск;550887;Y;;;;;text;;;text;;;Сибирский федеральный округ;55.0392;82.9278;Новосибирская область;;;
2022;Новоуральск;550888;Y;;;;;text;;;text;;;Уральский федеральный округ;57.2500;60.0833;Свердловская область;;;
2023;Новотроицк;550889;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.2090;58.3031;Оренбургская область;;;
2028;Новодвинск;550890;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;64.4234;40.8204;Архангельская область;;;
2030;Новошахтинск;550891;Y;;;;;text;;;text;;;Южный федеральный округ;47.7587;39.9336;Ростовская область;;;
2031;Новошахтинский;550892;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.0276;132.1590;Приморский край;;;
2033;Могоча;550893;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.7500;119.7400;Забайкальский край;;;
2034;Новочебоксарск;550894;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.1000;47.4965;Республика Чувашия;;;
2035;Новочеркасск;550895;Y;;;;;text;;;text;;;Южный федеральный округ;47.4220;40.0920;Ростовская область;;;
2037;Новый Рогачик;550896;Y;;;;;text;;;text;;;Южный федеральный округ;48.6681;44.0653;Волгоградская область;;;
2038;Новый Оскол;550897;Y;;;;;text;;;text;;;Центральный федеральный округ;50.7615;37.8695;Белгородская область;;;
2040;Новый Ургал;550898;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;51.0736;132.5642;Хабаровский край;;;
2041;Новый Уренгой;550899;Y;;;;;text;;;text;;;Уральский федеральный округ;66.0942;76.7025;Ямало-Ненецкий автономный округ;;;
2050;Норильск;550900;Y;;;;;text;;;text;;;Сибирский федеральный округ;69.3304;88.2205;Красноярский край;;;
2051;Морозовск;550901;Y;;;;;text;;;text;;;Южный федеральный округ;48.3565;41.8169;Ростовская область;;;
2052;Поронайск;550902;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;49.2151;143.0911;Сахалинская область;;;
2059;Покровка;550903;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;43.9550;131.6282;Приморский край;;;
2072;Полевской;550904;Y;;;;;text;;;text;;;Уральский федеральный округ;56.4409;60.1907;Свердловская область;;;
2083;Мончегорск;550905;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;67.9230;32.9527;Мурманская область;;;
2085;пос. Вешки;550906;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9288;37.6174;Московская область;;;
2089;пос. Лесной;550907;Y;;;;;text;;;text;;;Центральный федеральный округ;56.0849;37.9215;Московская область;;;
