IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_TAGS;IP_PROP17;IP_PROP18;IP_PROP19;IP_PROP16;IC_GROUP0;IC_GROUP1;IC_GROUP2
2885;Чегдомын;551138;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;51.1169;132.9775;Хабаровский край;;;
2887;Черкесск;551139;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;44.2309;42.0648;Республика Карачаево-Черкессия;;;
2888;Черниговка;551140;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.3405;132.5631;Приморский край;;;
2889;Черногорск;551141;Y;;;;;text;;;text;;;Сибирский федеральный округ;53.8268;91.3018;Республика Хакасия;;;
2890;Черноголовка;551142;Y;;;;;text;;;text;;;Центральный федеральный округ;56.0130;38.3885;Московская область;;;
2891;Чернушка;551143;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.5025;56.0874;Пермский край;;;
2894;Чернышевск;551144;Y;;;;;text;;;text;;;Сибирский федеральный округ;52.5307;117.0215;Забайкальский край;;;
2898;Черняховск;551145;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;54.6369;21.8079;Калининградская область;;;
2899;Чертково;551146;Y;;;;;text;;;text;;;Южный федеральный округ;49.3906;40.1421;Ростовская область;;;
2902;Череповец;551147;Y;;;;;text;;;text;;;Северо-Западный федеральный округ;59.1298;38.0013;Вологодская область;;;
2910;Челябинск;551148;Y;;;;;text;;;text;;;Уральский федеральный округ;55.1599;61.4026;Челябинская область;;;
2913;Чехов;551149;Y;;;;;text;;;text;;;Центральный федеральный округ;55.1424;37.4610;Московская область;;;
2918;Шарыпово;551150;Y;;;;;text;;;text;;;Сибирский федеральный округ;55.5316;89.2047;Красноярский край;;;
2919;Шарья;551151;Y;;;;;text;;;text;;;Центральный федеральный округ;58.3662;45.5124;Костромская область;;;
2927;Шатура;551152;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5744;39.5415;Московская область;;;
2928;Шахунья;551153;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.6682;46.6009;Нижегородская область;;;
2929;Шахты;551154;Y;;;;;text;;;text;;;Южный федеральный округ;47.7085;40.2153;Ростовская область;;;
2930;Шадринск;551155;Y;;;;;text;;;text;;;Уральский федеральный округ;56.0877;63.6361;Курганская область;;;
2934;Шилка;551156;Y;;;;;text;;;text;;;Сибирский федеральный округ;51.8610;116.0289;Забайкальский край;;;
2936;Шимановск;551157;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;52.0095;127.6559;Амурская область;;;
2943;Шумиха;551158;Y;;;;;text;;;text;;;Уральский федеральный округ;55.2316;63.2884;Курганская область;;;
2944;Шумерля;551159;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.4903;46.4290;Республика Чувашия;;;
2949;Шебекино;551160;Y;;;;;text;;;text;;;Центральный федеральный округ;50.4059;36.8906;Белгородская область;;;
2952;Шерегеш;551161;Y;;;;;text;;;text;;;Сибирский федеральный округ;52.9205;87.9954;Кемеровская область;;;
2956;Шелехов;551162;Y;;;;;text;;;text;;;Сибирский федеральный округ;52.2059;104.0986;Иркутская область;;;
2961;Юбилейный;551163;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9357;37.8369;Московская область;;;
2962;Югорск;551164;Y;;;;;text;;;text;;;Уральский федеральный округ;61.3167;63.3333;Ханты-Мансийский автономный округ;;;
2963;Юрга;551165;Y;;;;;text;;;text;;;Сибирский федеральный округ;55.7345;84.8800;Кемеровская область;;;
2974;Южно-Сахалинск;551166;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;46.9613;142.7320;Сахалинская область;;;
2975;Южноуральск;551167;Y;;;;;text;;;text;;;Уральский федеральный округ;54.4449;61.2442;Челябинская область;;;
2984;Яранск;551168;Y;;;;;text;;;text;;;Приволжский федеральный округ;57.3072;47.8642;Кировская область;;;
2988;Ярославль;551169;Y;;;;;text;;;text;;;Центральный федеральный округ;57.6301;39.8656;Ярославская область;;;
2991;Ярцево;551170;Y;;;;;text;;;text;;;Центральный федеральный округ;55.0598;32.6853;Смоленская область;;;
2992;Яковлевка;551171;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;44.4218;133.4679;Приморский край;;;
2994;Якутск;551172;Y;;;;;text;;;text;;;Дальневосточный федеральный округ;62.0393;129.7464;Республика Саха (Якутия);;;
2997;Янаул;551173;Y;;;;;text;;;text;;;Приволжский федеральный округ;56.2808;54.9330;Республика Башкортостан;;;
3003;Ясный;551174;Y;;;;;text;;;text;;;Приволжский федеральный округ;51.0230;59.8739;Оренбургская область;;;
3005;Ядрин;551175;Y;;;;;text;;;text;;;Приволжский федеральный округ;55.9398;46.2024;Республика Чувашия;;;
3010;Юрюзань;551176;Y;;;;;text;;;text;;;Уральский федеральный округ;54.8786;58.4308;Челябинская область;;;
3011;Вязовая;551177;Y;;;;;text;;;text;;;Уральский федеральный округ;54.9061;58.3743;Челябинская область;;;
3012;Каспийск;551178;Y;;;;;text;;;text;;;Северо-Кавказский федеральный округ;42.8828;47.6382;Республика Дагестан;;;
3013;Яхрома;551179;Y;;;;;text;;;text;;;Центральный федеральный округ;56.2941;37.4847;Московская область;;;
3015;Апрелевка;551180;Y;;;;;text;;;text;;;Центральный федеральный округ;55.5453;37.0619;Московская область;;;
3016;Покров;551181;Y;;;;;text;;;text;;;Центральный федеральный округ;55.9165;39.1673;Владимирская область;;;
